gvkey,iid,cik,first_date,last_date
017597,01,1172298,2013-07-09,2019-12-13
020089,01,1428875,2014-03-24,2022-08-05
008582,02,88948,1994-03-14,2025-08-07
021798,01,1611647,2014-06-27,2025-08-04
036897,02,1792849,2020-05-13,2025-08-11
114352,01,1908984,2022-08-22,2024-04-01
176992,01,1401040,2014-03-11,2025-08-12
036897,01,1792849,2020-05-13,2025-08-11
259518,02W,1274173,2017-08-08,2025-05-01
010960,01C,315523,1995-05-15,1997-05-15
028066,01,895420,1998-04-29,1998-04-29
023492,01,865830,1996-05-15,1999-11-12
030368,01,884019,1999-02-23,1999-05-17
140033,01,1126294,2011-03-01,2018-08-07
204763,01W,23019,1998-05-22,1998-05-22
063772,01,1016181,1996-08-20,1999-08-17
005803,01,49423,1994-05-10,1999-11-12
130043,01,1100370,1999-12-08,2002-08-14
004689,01,36161,1994-03-04,1995-11-13
119597,01,1076732,1999-04-12,2001-11-14
012694,01,800287,1994-03-29,1994-11-14
144889,01,1141363,2001-05-25,2005-08-15
015094,01,832768,1994-03-29,1997-11-12
025956,01,869295,1996-05-15,2001-05-09
115519,01,1065633,1999-03-30,2001-11-13
063013,01,1012368,1996-06-07,2000-03-17
013372,01,795571,1995-02-14,1997-02-14
013600,01,813902,1995-05-12,2000-08-21
012571,01,796370,1994-03-31,2000-08-10
174050,01,1350620,2006-03-13,2008-04-25
006180,01C,879933,2003-04-02,2007-05-04
104850,01W,945725,1999-12-23,2008-11-20
015183,01,351825,1995-11-14,1995-11-21
011713,01,778709,1995-04-11,1998-04-08
063200,01,1013687,1996-07-03,2000-11-14
014505,01,829732,1994-03-30,1994-11-14
011238,01,756972,1996-02-14,2000-08-25
011807,01,778161,1995-05-15,2000-08-21
021158,03,860192,1994-02-14,2001-02-20
002176,01W,109694,1994-03-30,1998-03-30
012742,01,903324,1996-05-13,1997-11-13
005976,04,1068049,1998-11-16,2002-11-14
034029,01W,1740915,2018-08-20,2023-05-18
107077,01,1097867,2000-04-03,2002-07-09
029132,01,891461,1996-05-15,1997-08-14
063624,01,916844,1996-11-14,1997-08-14
124201,01,1088024,1999-09-27,2002-05-15
129423,02,729976,2001-08-06,2001-11-21
127645,01,1068660,2000-12-15,2008-11-14
061862,01,1001489,1996-05-03,1998-11-16
324138,01,1898643,2022-08-16,2025-08-12
063458,01,1017267,1996-08-08,1999-08-13
004555,01C,948840,2003-02-06,2005-03-29
010671,16,1232384,2004-07-23,2025-02-14
010671,01,1232384,2004-07-23,2025-02-14
163988,01,1327098,2005-05-17,2007-01-09
164592,03,1331945,2005-11-15,2007-11-14
175343,01,1189518,2006-06-20,2006-09-08
170375,01,1537667,2011-12-22,2018-10-29
006089,01,1528540,2011-09-02,2013-11-22
017010,02,1355096,2007-09-07,2010-11-05
062218,01,892142,1996-05-14,1998-02-13
015338,01,818029,1997-07-02,1998-05-20
023976,01,868424,1996-05-15,1998-08-13
017409,01,11913,1996-11-14,1998-05-15
285085,03W,1590560,2013-11-08,2025-07-29
130520,90,1081824,1999-08-06,2001-11-14
011866,01,785962,1995-01-27,2000-01-12
130520,01W,1081824,1999-08-06,2001-11-14
150437,02,81350,2002-03-29,2009-08-18
176600,01,1360184,2006-05-12,2008-04-21
183722,01,1057226,2003-02-07,2009-11-16
181898,01,1393909,2007-10-18,2014-04-21
180475,01C,1455886,2011-11-04,2018-05-09
107710,05,1627272,2018-02-20,2025-08-05
107333,01C,1275166,2011-05-31,2015-03-26
180475,05C,1455886,2011-11-04,2018-05-09
037841,04,1831359,2021-01-15,2025-08-11
039853,01,1860871,2021-10-07,2024-04-29
166751,01,1469134,2012-11-19,2017-05-09
184862,02,1451448,2015-04-01,2024-05-23
016631,01,1515635,2013-03-29,2015-06-01
023422,01,1460702,2015-01-29,2020-05-01
034430,01,1626745,2018-04-20,2024-08-14
029293,01W,883975,2016-09-13,2025-08-12
023705,02,1624326,2015-02-12,2025-08-14
040237,90W,1838716,2021-03-01,2025-03-28
032846,01,1533743,2017-10-12,2025-08-07
041896,01,1938109,2022-10-12,2025-07-14
035622,01,1780312,2019-08-23,2021-05-18
039513,01,1865468,2021-08-24,2025-07-16
041451,01,1936702,2022-09-15,2024-05-20
041350,01,1914818,2022-06-15,2025-02-14
041309,01,1757499,2019-09-16,2025-08-13
037640,01,890821,2020-01-13,2025-08-14
039755,01,1861657,2021-05-17,2025-08-14
039027,03,1858028,2021-09-14,2024-11-18
039573,03,1869974,2021-07-19,2025-05-15
039027,02,1858028,2021-09-14,2024-11-18
036311,01,1737523,2019-01-29,2025-08-18
023103,01,1507181,2016-03-29,2021-09-14
021079,01,1610793,2014-07-15,2017-11-08
140672,01C,1660719,2016-02-05,2018-05-08
031606,01,1531031,2016-10-13,2025-08-08
137609,01C,1121142,2017-06-02,2023-05-03
034941,01,1712189,2018-11-13,2025-08-07
027247,01,1684144,2017-11-21,2025-08-06
036847,01,1802665,2020-02-14,2025-08-05
035100,01,1408443,2018-12-21,2025-08-12
039386,02,1845097,2021-03-08,2025-07-24
245207,04W,1434265,2019-05-28,2025-08-07
039312,01,1355754,2015-06-25,2020-02-28
037192,01,732717,1994-03-18,2025-07-24
035104,01,1178697,2019-02-14,2025-08-08
034640,01,1751299,2018-09-25,2022-04-01
034439,01,1653247,2018-08-31,2023-11-13
024724,03,1570585,2013-08-01,2025-08-01
032688,03W,1576942,2017-06-09,2025-06-11
160549,02W,1570585,2013-08-01,2025-08-01
026562,03,1634447,2015-06-12,2019-05-09
022982,01,1622175,2014-11-13,2018-06-15
034326,02W,1747748,2018-07-27,2023-05-02
161120,01,1845290,2021-11-02,2022-05-03
020619,03,1604416,2014-08-14,2019-02-07
034326,02,1747748,2018-07-27,2023-05-02
338272,01W,1909152,2022-08-19,2022-11-14
038773,01C,1834974,2020-12-31,2024-07-31
043236,01,1959348,2023-02-10,2025-08-07
029478,01C,1394832,2023-08-09,2025-02-05
002865,01,1481582,2018-07-31,2018-07-31
034408,01,925541,2019-04-12,2019-10-07
036093,01,1783398,2019-07-31,2021-03-22
036728,01,1564406,2019-09-20,2023-05-09
038034,04,1828250,2021-01-11,2023-11-13
038655,02,1856519,2021-08-12,2022-05-13
175994,02,1302946,2005-06-21,2019-11-25
061124,01,1057550,1998-12-07,2003-09-22
026922,03,1022899,2016-02-12,2025-05-13
114370,01,889331,2018-03-23,2018-03-23
040315,01,1464343,2009-08-10,2025-08-07
170603,01,1093903,2011-07-07,2012-08-13
183780,03,1465740,2009-09-22,2025-07-29
020980,01,1578305,2016-01-22,2016-04-22
018080,01,1520118,2015-07-22,2025-05-16
036392,01,1443611,2018-06-15,2024-12-31
045684,02,2028355,2025-01-23,2025-08-11
186647,01,1492168,2010-06-01,2021-08-27
017567,01,1509190,2013-03-20,2019-05-09
156578,01W,1515156,2013-08-08,2025-08-11
033459,01,1516912,2018-01-26,2025-08-06
017701,01,1027235,1997-11-14,2018-12-13
018624,01,1577916,2013-05-31,2025-08-19
018479,03,1579252,2013-09-19,2020-08-10
332179,92W,1581760,2022-06-13,2025-08-11
021920,01,1598323,2014-01-29,2022-04-05
035718,01,1627469,2015-01-26,2024-11-13
039546,01,1653909,2021-06-16,2025-08-08
045038,01,1964314,2023-03-20,2025-06-05
002482,01,15486,1995-03-31,2007-11-09
002797,02,18000,1994-01-27,2001-08-14
002169,02,11454,1994-02-14,2001-08-14
216430,01,81027,1995-03-22,2011-07-29
015363,05,19612,2019-10-28,2021-05-07
003099,01,20819,1996-06-12,2002-11-14
003156,01,21438,1995-07-27,2008-10-28
003760,01,26999,1994-02-04,1999-08-05
003307,01,22896,1996-07-29,1997-12-05
004079,01,30163,1994-03-30,1994-08-12
004576,01,34551,1995-05-12,2001-05-23
011891,01,38475,1994-03-14,1995-11-14
004470,01,33798,1994-03-16,1997-11-14
004457,01,46189,1995-04-12,2000-04-28
009061,12,62348,1995-11-01,1999-11-10
003257,01,71304,1994-03-31,1999-08-16
007862,01,71675,1994-03-11,2001-03-26
007985,03,72945,1994-02-28,2001-03-08
008164,01,74702,1994-03-11,1994-06-15
009114,01,83604,1994-03-15,2000-04-28
183954,01,754737,1994-03-09,2010-03-26
010626,01,98788,1996-01-10,2004-04-16
002527,01,310431,1994-03-15,1995-11-14
002270,03W,314808,1994-05-04,2025-05-01
004369,01,314864,1995-03-29,2001-11-08
179437,05W,318819,1994-03-30,2002-11-14
010096,30,318380,1995-03-27,2007-05-10
010096,87,318380,1995-03-27,2007-05-10
010096,49,318380,1995-03-27,2007-05-10
155914,01,356858,1995-05-16,2004-11-15
005174,01,700945,1995-11-14,2003-02-12
015495,01,716214,1995-04-03,2008-05-29
012460,01,730045,1995-05-15,2000-02-14
008487,01,743443,1994-05-13,1999-08-13
005757,01,745113,1994-11-07,2002-11-07
186350,01,731297,1997-02-24,1998-02-12
001518,01,763730,1995-05-02,2009-12-22
004517,07,753308,1994-03-22,2017-10-26
014275,05,770975,1994-03-31,1997-08-14
143012,01,1016069,2000-05-15,2002-11-22
024285,01,790555,1995-08-11,1999-05-13
015125,01,791298,1995-08-30,2003-11-19
012479,01,793725,1996-05-13,2000-09-07
014993,01,803170,1995-11-13,2005-12-02
106112,05,800166,2009-04-01,2025-02-19
013614,01,811917,1995-04-13,2000-10-16
013312,08W,811809,1999-12-02,2022-08-16
013312,90,811809,1999-12-02,2022-08-16
014083,01,818682,1995-06-13,2007-09-18
014296,01,823560,1995-11-20,2009-11-16
022623,01,825203,1997-09-09,2008-11-14
014977,03W,825777,2002-12-23,2007-03-27
329498,03W,825777,2002-12-23,2007-03-27
014403,07,826675,1994-03-22,2025-04-30
014403,01,826675,1994-03-22,2025-04-30
002889,01,826821,1995-05-15,2005-09-28
166200,01,835887,2013-04-04,2013-04-04
023727,01,858387,1996-05-16,2001-05-15
016420,01,854094,1994-05-02,2000-05-09
004868,01,857566,1995-08-14,1997-11-12
111025,01,1057949,1998-03-18,1998-11-16
025785,02,890572,1997-05-05,1997-12-12
028837,01,715148,1995-11-14,1999-05-17
024859,01,793354,1996-08-15,1997-05-13
025927,01,892433,1996-08-02,1999-11-17
149263,02,1172168,2002-10-03,2016-04-07
145413,01,1087785,2002-04-05,2012-11-08
147837,01,1158729,2002-09-04,2014-01-06
023890,01,850808,1996-05-15,1997-05-14
014002,02,818010,1995-08-09,2005-07-15
002034,01,9801,1994-03-28,2006-11-09
029761,01,853372,1996-07-15,1999-10-15
023716,01,837942,1996-05-15,1997-03-05
030844,01,928878,1996-07-29,2000-03-15
002632,01,719172,1996-11-12,1998-05-11
030596,01,923410,1996-06-14,1998-06-15
028338,03W,314047,1996-05-13,1996-08-09
028536,01,904148,1996-09-18,1997-08-14
026967,01,908177,2002-12-13,2010-07-12
112045,01,1053316,1998-09-14,2001-12-17
132605,01,1104172,2000-03-30,2002-03-26
023100,01,1133290,2001-04-02,2001-09-18
006710,03,59240,1995-05-15,2004-05-17
008863,01,81942,1995-05-12,1999-11-16
030351,01,1015446,1996-11-01,1997-11-19
003167,01,21627,1996-05-15,1999-11-19
010671,15C,99070,2002-05-07,2004-03-15
031475,01,65297,1996-05-14,1997-11-14
030414,01,920865,1996-11-13,1998-03-19
029456,01,912558,1996-05-09,1998-11-16
039836,03,1866816,2022-04-01,2024-11-14
050284,01,2024203,2024-11-06,2025-08-14
130618,05C,1546066,2012-05-04,2025-02-27
130618,03C,1546066,2012-05-04,2025-02-27
130618,15C,1546066,2012-05-04,2025-02-27
021044,01,1590565,2013-11-12,2016-05-12
024998,01,1645926,2015-06-26,2017-05-12
026197,01,1592288,2015-07-17,2017-11-06
001932,93W,1303523,2018-02-22,2024-02-09
031782,02,1698991,2017-08-10,2019-11-01
112881,01,1351172,2020-03-20,2023-03-15
037658,01,1829730,2021-03-31,2021-08-16
037977,03,1842046,2021-06-10,2022-11-09
032819,01,1707303,2017-05-30,2025-03-31
033760,01,1735041,2018-06-29,2019-10-21
273726,07W,1351413,2010-03-25,2018-04-13
319917,90W,1782999,2021-04-15,2025-04-30
281420,05W,1598599,2020-04-24,2025-04-30
243174,04W,1635327,2024-05-14,2025-08-07
243174,02W,1635327,2024-05-14,2025-08-07
035605,01,1651765,2017-01-11,2019-08-12
016630,01,3642,1995-11-13,2003-08-14
009510,01,87918,1995-11-09,2003-11-12
001874,01,8598,1995-08-14,2004-03-30
006351,01,54727,1994-02-11,1998-12-21
045577,01,54727,1994-02-11,1998-12-21
008807,03,81023,1994-03-09,2001-11-14
009371,01,86251,1994-05-12,2000-11-07
009338,01,95045,1995-02-14,2001-08-14
031272,01,216539,2015-11-06,2016-11-09
007727,01,277821,1994-03-28,1997-05-14
010846,94W,217410,2010-08-06,2025-03-13
010846,11W,217410,2010-08-06,2025-03-13
010846,03W,217410,2010-08-06,2025-03-13
010846,90,217410,2010-08-06,2025-03-13
010846,19W,217410,2010-08-06,2025-03-13
010394,01,726451,1995-11-15,2003-11-14
064192,01,1022807,1996-12-18,2002-11-04
015504,03W,897878,2001-02-23,2001-02-23
041637,01,1796949,2024-02-15,2025-05-08
187229,01,1499355,2010-08-19,2021-11-19
186661,01,1021282,2010-11-23,2018-08-27
018914,01,65637,1995-08-01,1999-11-10
010143,01,95254,1995-06-14,1998-06-19
012039,02,868738,1996-05-14,1997-08-14
268219,90,1116888,2002-07-01,2004-06-30
015195,01,842679,1995-05-09,1996-02-14
016628,01,318779,1995-05-15,1996-05-15
005693,01,48305,1994-03-08,1999-10-28
012104,01,782379,1995-04-03,1997-08-14
060817,01,943581,1996-06-07,1998-05-15
150638,01,1168106,2002-09-19,2002-09-19
064550,01,820464,1997-05-15,1997-06-09
113364,01,1062777,1998-11-16,1999-05-17
004283,01,313096,1995-04-17,1998-08-11
013506,01,797565,1994-04-20,1994-12-15
210607,02W,1008136,2002-12-24,2004-02-20
210607,03W,1008136,2002-12-24,2004-02-20
184726,90,1489271,2010-04-16,2010-05-06
022367,02,1693853,2017-02-10,2021-08-13
013331,02,754568,1996-09-13,1997-01-13
063110,01,1012884,1996-08-13,1998-05-15
025326,01,860194,1996-01-26,1998-11-02
024505,01,876968,1996-07-15,1997-10-14
062356,01,791958,1997-05-27,2000-11-21
063503,01,1017609,1996-11-14,1999-11-15
025562,01,702170,1995-05-12,1998-05-15
028389,01,750339,1997-03-07,2001-11-13
014239,01C,806072,1995-04-14,1996-05-15
016487,01,837491,1996-06-26,2001-03-26
294965,01W,867773,2010-06-30,2011-06-10
122437,01,1077301,1999-07-30,2003-08-13
105667,01,1094034,1999-12-30,2001-10-16
016921,01,794620,1995-10-26,1995-11-08
143461,01,1053112,2000-08-14,2000-08-14
230796,90,1107721,2000-03-16,2002-11-13
037296,01,1084133,2021-06-25,2024-05-15
157859,01,1272957,2003-12-17,2007-05-10
107098,01C,1341335,2011-09-13,2022-03-24
020073,01,1277998,2014-02-10,2018-04-19
028386,01W,1356104,2016-04-29,2016-04-29
028386,01,1356104,2016-04-29,2016-04-29
039275,03,1855302,2021-04-29,2022-08-12
037064,01,1817786,2020-08-04,2022-08-10
040355,02,1862993,2021-12-01,2024-05-15
043315,01,1411494,2022-02-11,2023-08-07
043092,03,1970509,2023-07-03,2025-08-13
033324,01,1726293,2018-03-22,2020-08-10
033324,04,1726293,2018-03-22,2020-08-10
033549,01,1906133,2023-11-20,2025-05-30
037696,02,1833214,2021-04-02,2021-11-22
051068,01,1901297,2023-04-20,2025-02-14
042848,02,1947244,2022-11-04,2025-05-14
039891,01,1857855,2021-07-12,2025-06-05
041886,03,1889106,2021-11-24,2025-08-13
040601,01,1897245,2022-01-13,2024-02-28
024734,01,1622676,2014-11-26,2018-06-29
031006,01C,1867834,2021-11-08,2024-11-14
032796,02,1719489,2018-02-09,2019-12-11
038404,01,1847152,2021-07-02,2023-03-30
033996,04,1720821,2018-05-15,2020-04-23
037798,03,1836154,2021-03-31,2021-12-21
034466,01,1691936,2016-12-09,2021-08-16
009408,01,732639,1994-03-31,1995-08-11
016476,03,778977,1994-02-23,1996-04-10
017433,01,14060,1994-05-16,2000-11-14
147414,01,1028918,2015-01-30,2015-01-30
035659,01,1767043,2019-03-29,2019-12-09
283006,01W,1613170,2019-03-13,2021-11-18
179783,01W,1679063,2021-07-01,2021-07-01
038400,02,1849475,2021-06-22,2023-11-21
037237,01,1823878,2020-12-04,2021-07-19
038989,01,1854593,2021-08-16,2022-05-16
039876,03,1850051,2021-06-07,2023-04-17
043382,90W,1944552,2022-12-21,2025-04-30
105420,01W,1047363,2003-05-29,2009-04-17
002715,01,1304588,2005-10-19,2008-11-24
036977,01,1820852,2020-11-13,2021-11-12
037794,01,1828049,2021-01-08,2021-12-07
036808,05,1802450,2021-11-10,2025-08-14
036977,04,1820852,2020-11-13,2021-11-12
346546,90,1792045,2021-01-19,2022-07-28
040124,03,1988776,2023-08-09,2025-06-30
162875,01,1137031,2005-02-11,2009-04-06
183703,01,1421526,2009-08-21,2010-11-12
003820,01W,1519380,2011-08-09,2014-05-16
170959,02,1543268,2012-03-20,2014-09-22
185352,01,1465470,2009-06-11,2015-02-23
160631,90,1285137,2004-06-04,2016-04-15
018179,01,1574963,2013-06-17,2017-05-09
021954,03,1615063,2014-08-19,2016-11-10
032355,01,1706946,2017-09-01,2019-08-09
015605,01W,1167831,2019-07-31,2025-02-27
266314,01,1091238,2004-04-02,2004-05-24
264667,01,1281775,2004-03-19,2004-06-08
274313,01W,1092289,2010-04-29,2010-04-29
183601,01,1320767,2008-05-23,2015-02-13
027265,01,1468079,2010-03-18,2018-08-03
162077,90,1305755,2004-10-15,2008-05-22
050403,03,2025065,2024-10-07,2025-05-15
037998,03,1838544,2021-01-08,2022-09-30
038385,01,1843121,2021-05-21,2023-05-22
051158,02,2049662,2025-01-29,2025-08-15
186606,01,1092802,2011-04-14,2011-11-14
003916,01,1005286,2013-07-31,2013-07-31
148531,01,1606355,2014-07-21,2014-09-15
317168,02,1830162,2021-04-02,2022-03-31
037528,02,1903870,2022-06-15,2025-04-30
043010,01,1945240,2023-03-03,2025-07-31
175134,01C,1603961,2016-06-10,2018-07-31
037537,01,1754820,2020-09-15,2024-10-31
353444,02W,1900304,2022-02-15,2025-03-20
176393,01,1383058,2016-05-10,2016-08-09
024896,01,1474777,2015-06-26,2016-11-14
035308,04,1770141,2019-08-07,2021-06-04
018351,02C,1756607,2020-05-15,2024-08-08
180081,01W,1512920,2022-02-25,2025-08-06
122779,01,1725262,2025-06-16,2025-06-16
352262,01W,1944057,2023-02-14,2025-08-28
144435,01,1996862,2024-02-22,2025-08-05
031259,01,846377,2017-02-02,2025-08-13
154795,01,1880249,2021-08-26,2024-06-13
141385,01,1125352,2000-10-31,2001-02-02
239356,04W,1159513,2010-05-07,2013-03-22
065459,01,109177,2011-01-28,2013-12-06
026789,01,1426375,2015-11-04,2016-12-21
005723,01,1001149,1996-03-29,1997-11-04
029106,01,911645,1996-05-15,1998-05-15
140800,01,1117021,2000-06-29,2001-08-14
008711,01,79920,1995-03-29,1995-11-14
022262,01,798671,1996-05-15,1996-11-14
014472,01,814331,1994-03-03,1994-11-14
038389,01,1733257,2020-12-28,2024-08-13
181790,01,1605931,2014-12-12,2016-05-23
012349,01,1011134,1996-05-15,1997-05-15
116144,01,1019508,1998-09-14,2002-08-13
013456,01,1497120,2010-07-28,2013-11-19
016438,01,846614,1996-10-10,1998-06-29
007357,01,1034668,1997-08-14,2001-08-14
184960,01,1407926,2007-07-31,2009-06-30
184391,01,1388132,2010-05-17,2012-05-15
165473,01,1282496,2004-03-19,2021-12-15
177487,01,1380565,2006-11-09,2008-05-22
037936,01,1836517,2021-03-31,2022-11-14
039923,02,1850699,2021-10-20,2023-03-30
037529,01,1824403,2020-09-11,2021-08-06
039817,03,1852749,2021-10-05,2024-08-19
165779,01C,1344674,2006-03-23,2009-08-05
033137,02,1662253,2016-01-26,2020-02-10
187215,01,1512077,2011-06-27,2013-03-18
029003,01,1630970,2016-08-11,2020-04-22
016431,19C,850918,2003-07-02,2003-07-02
016431,08,850918,2003-07-02,2003-07-02
016431,08C,850918,2003-07-02,2003-07-02
016431,15C,850918,2003-07-02,2003-07-02
029984,01,1045609,2011-07-28,2011-10-26
014896,01,824096,1996-10-15,1996-10-15
100116,01W,935812,2003-01-23,2003-08-01
179383,01,1424470,2008-01-28,2008-05-20
174312,01,1358220,2006-04-18,2008-09-10
187131,01,1517522,2011-05-02,2012-05-18
004844,01,1630752,2015-01-21,2015-01-21
004844,01C,1630752,2015-01-21,2015-01-21
031954,03,1701821,2017-06-21,2018-11-08
041529,01,1926599,2022-08-26,2025-08-14
039737,02,1865533,2021-08-03,2022-11-14
013448,01,798044,1996-01-16,1997-07-14
211783,01W,1021860,1999-11-24,1999-11-24
148531,01,1166789,2002-05-06,2013-07-30
029035,01,911601,1996-05-15,1998-05-12
066546,01,1046817,1998-05-15,1999-08-13
149617,01,1158687,2001-10-18,2001-10-18
150760,01,1103596,2001-04-02,2003-04-25
043917,02,2002038,2023-12-07,2025-07-02
033111,01,1725255,2017-12-29,2019-11-05
036169,01,1456906,2014-10-02,2015-12-15
180764,01,1445467,2012-08-22,2013-04-26
107907,02W,1222108,2003-10-16,2005-01-26
105661,90W,1104440,2004-01-26,2006-09-19
186235,01,1284452,2011-04-15,2021-09-27
100243,07W,869428,2003-03-18,2007-01-16
015889,13W,859994,2002-12-24,2007-01-08
030720,01,916230,1998-03-30,2010-05-13
032930,01,916230,1998-03-30,2010-05-13
035082,03,1772757,2019-08-12,2020-06-16
043188,01,1560385,2023-02-13,2024-05-08
051553,90,2013649,2024-04-25,2025-08-29
020562,01,1489039,2013-06-20,2014-05-15
036438,04,1804176,2020-05-01,2021-05-12
021687,01C,1768225,2019-05-01,2019-11-29
126514,01,1097714,2002-12-12,2006-01-06
164443,01,1532079,2015-05-15,2016-05-11
143403,03,1538789,2012-01-19,2022-08-29
179187,01C,1621373,2014-11-12,2014-11-12
039936,03,1858912,2021-11-19,2023-08-09
174490,01,1620280,2021-03-30,2024-09-11
039886,01,1557127,2021-06-14,2022-10-31
019540,02,948642,2002-11-07,2008-07-09
061574,01,930809,1996-05-10,1996-05-10
114377,01C,1143883,2001-08-17,2001-08-17
030859,01,925174,1996-05-15,1996-05-15
033634,01,1771885,2022-03-31,2025-05-14
157735,01,1085636,2003-09-24,2006-11-14
271295,02,2011514,2024-11-22,2025-08-11
061011,01,1988175,2023-08-14,2024-01-19
014372,02C,1597672,2018-01-30,2018-01-30
014372,02,1597672,2018-01-30,2018-01-30
039018,90,1990550,2023-11-13,2023-11-13
164029,01,1333491,2008-08-06,2011-04-21
012638,02,720527,1996-09-27,1997-05-14
115588,01,1099508,2000-02-23,2000-09-20
002886,01,18934,1994-05-11,2000-05-12
010405,01,96935,1994-01-27,1996-07-25
012069,01,749882,1995-05-12,1996-11-14
014881,01,835015,1994-01-13,1998-11-30
015298,01,848448,1996-05-15,1997-11-19
027949,06,899752,2015-08-07,2015-08-07
038184,01,1841304,2021-05-14,2021-08-16
162870,01,1748797,2019-03-22,2024-09-06
038521,03,1843091,2021-06-23,2023-04-13
031820,01W,1695558,2017-02-21,2017-06-13
021206,02,1608269,2014-05-16,2015-08-14
023936,01,1625042,2014-11-17,2016-11-14
036782,02,1814824,2020-09-21,2021-08-06
036877,02,1819313,2020-11-16,2021-08-13
036877,03,1819313,2020-11-16,2021-08-13
037875,03,1828438,2021-03-30,2022-11-10
039996,02,1997201,2024-03-19,2025-04-30
050492,01,2003977,2024-07-23,2025-05-19
050280,02,2025341,2024-10-11,2025-08-07
050484,01,2028935,2025-01-07,2025-08-13
287562,01,1857030,2024-05-01,2025-05-01
015498,04W,1089113,2006-07-31,2012-02-27
128758,01,1176983,2003-05-09,2003-12-31
157757,01,1112422,2003-12-09,2008-08-11
176674,03,1370433,2007-03-30,2008-11-14
180181,02W,1436223,2008-05-30,2010-10-28
015172,01W,1513153,2014-05-07,2014-07-30
035855,04,1776909,2019-07-15,2020-11-16
033958,02,1741231,2018-09-06,2020-08-10
035830,04,1844224,2021-05-07,2021-09-01
037730,03,1822912,2021-01-11,2023-08-14
038043,02,1841734,2021-06-11,2022-10-28
038145,01,1844650,2021-09-02,2022-11-14
038123,03,1842916,2021-06-07,2023-05-12
038029,03,1836707,2021-02-08,2022-03-16
037756,02,1822888,2021-01-11,2021-11-16
038043,01,1841734,2021-06-11,2022-10-28
050352,01,2012964,2024-09-13,2025-08-08
198355,01,1354901,2011-07-12,2011-07-14
037113,04,1822219,2020-11-19,2022-03-28
039488,02,1858414,2021-06-03,2022-11-14
100037,03W,1707925,2018-12-06,2018-12-06
035402,01,1773751,2019-08-29,2021-05-17
037798,03,1862490,2021-12-16,2023-09-21
220562,93W,1347408,2025-07-31,2025-07-31
220562,90W,1347408,2025-07-31,2025-07-31
106427,01,1164758,2003-03-10,2003-07-02
243774,03W,1513048,2011-04-07,2011-05-11
039903,03,1421365,2011-09-15,2012-02-15
065706,03,1608249,2014-07-02,2014-10-17
174302,04W,1113678,2014-07-23,2014-08-08
016560,02W,1675149,2024-06-06,2024-06-06
051518,01,2048948,2025-02-05,2025-08-14
028796,01W,1026527,2004-07-15,2004-11-12
004476,01,1288469,2017-07-25,2017-07-25
314917,90,1770883,2019-11-14,2021-04-20
050379,01,1966678,2024-03-06,2025-08-14
045540,01,2027265,2024-07-03,2025-05-15
015594,01W,1000381,2005-03-31,2005-03-31
201140,91,1565025,2013-06-28,2013-07-08
208509,02W,789019,2015-01-26,2015-01-26
245397,90,1579695,2015-05-14,2015-06-12
034946,01,1828937,2021-05-17,2021-05-28
030664,01,1690947,2019-12-16,2021-06-14
035369,01,1852117,2021-09-09,2021-09-09
275108,91W,1450123,2025-04-24,2025-08-14
155340,01,1502756,2011-11-03,2012-02-14
050733,01,2029492,2024-08-08,2025-08-08
022449,02C,1683541,2021-09-27,2025-08-06
028370,02,1618182,2014-10-14,2016-09-27
028370,03W,1618182,2014-10-14,2016-09-27
320479,01W,1533932,2018-04-03,2018-04-03
029525,01,811808,2016-10-28,2017-06-09
037779,01,1839360,2021-01-08,2022-09-01
120821,01,1195738,2024-11-08,2024-11-08
212340,01W,1395064,2019-02-15,2019-08-09
247961,91,1166834,2023-05-11,2024-09-26
022658,01,1111406,2014-11-12,2015-01-26
026174,02W,1641634,2015-07-07,2015-10-06
033599,01,1735618,2018-06-01,2018-06-01
004600,02,1024725,2018-05-09,2018-09-28
023083,02,1096752,2010-11-23,2010-11-23
014341,02,1548281,2012-09-07,2014-10-15
014341,03,1548281,2012-09-07,2014-10-15
052007,01,2064658,2025-08-08,2025-08-14
179649,01,928420,2008-04-14,2008-04-14
001009,01,313368,1995-06-14,1995-09-13
320806,90,1859795,2023-02-28,2023-02-28
012384,24W,1066808,1999-08-12,1999-08-12
010846,18W,1066808,1999-08-12,1999-08-12
015598,04,1066808,1999-08-12,1999-08-12
012384,28W,1066808,1999-08-12,1999-08-12
185910,01,3906,2010-02-12,2010-02-12
161966,01,3906,2010-02-12,2010-02-12
018909,01,789949,1998-03-24,2002-09-19
034413,90,1734902,2018-08-10,2022-04-22
004800,01,357261,1994-05-06,2001-08-10
061224,01,730726,1996-02-15,1998-05-15
016661,01,790928,1995-11-14,1996-11-14
013209,01,791714,1995-05-12,1997-11-13
030199,01,912240,1997-12-24,1997-12-24
178032,01,1061822,2000-09-18,2000-09-18
010537,01,721356,1995-05-05,2000-05-12
030276,01,915250,1996-05-29,1998-12-16
015313,01,846659,1995-03-30,1995-05-15
037026,01,1819516,2020-11-16,2021-08-23
037026,03,1819516,2020-11-16,2021-08-23
037687,02,1826333,2021-03-30,2022-03-30
037615,01,1045707,2020-10-23,2020-10-23
038327,01,1962746,2024-05-03,2024-05-03
009437,02,768172,1998-11-16,1999-05-11
030378,01,919274,1996-08-20,1998-11-19
185901,01,200245,2005-04-15,2005-04-15
